Date,Open,High,Low,Close,Weighted,Volume
2010-08-22 03:08:00,0.0664,0.0664,0.0612,0.066,0.063469,1183.64
2010-08-23 03:08:00,0.066,0.0669,0.063,0.0649,0.065592,281.88
2010-08-24 03:08:00,0.0649,0.0665,0.0649,0.065,0.066251,444.66
2010-08-25 03:08:00,0.065,0.0665,0.0641,0.0648,0.065942,278.86
2010-08-26 03:08:00,0.0648,0.0658,0.064,0.064,0.065002,251.56
2010-08-27 03:08:00,0.064,0.065,0.063,0.065,0.064785,583.71
2010-08-28 03:08:00,0.065,0.065,0.0641,0.0641,0.064699,399.45
2010-08-29 03:08:00,0.0641,0.0648,0.064,0.064,0.064562,204.88
2010-08-30 03:08:00,0.064,0.069,0.0321,0.065,0.062439,2135
2010-08-31 03:08:00,0.065,0.0649,0.06,0.06,0.062688,933.23
2010-09-01 03:09:00,0.06,0.0629,0.0596,0.0629,0.060956,436.73
2010-09-02 03:09:00,0.0629,0.0634,0.0601,0.0634,0.061219,498.98
2010-09-03 03:09:00,0.0634,0.063,0.0609,0.0609,0.061222,54.61
2010-09-04 03:09:00,0.0609,0.0624,0.0612,0.0624,0.061275,202.27
2010-09-05 03:09:00,0.0624,0.064,0.0605,0.0616,0.062413,527.97
2010-09-06 03:09:00,0.0616,0.0627,0.0616,0.0616,0.061681,56.13
2010-09-07 03:09:00,0.0616,0.062,0.0603,0.061,0.061423,212.35
2010-09-08 03:09:00,0.061,0.062,0.061,0.062,0.061124,143.36
2010-09-09 03:09:00,0.062,0.0624,0.0611,0.0611,0.062117,107.68
2010-09-10 03:09:00,0.0611,0.0618,0.0601,0.0618,0.061096,301.8
2010-09-11 03:09:00,0.0618,0.065,0.0619,0.0637,0.063386,491.19
2010-09-12 03:09:00,0.0637,0.0621,0.0615,0.0615,0.06171,48.99
2010-09-13 03:09:00,0.0615,0.064,0.0607,0.0622,0.062741,632.2
2010-09-14 03:09:00,0.0622,0.175,0.061,0.062,0.06256,876.76
2010-09-15 03:09:00,0.062,0.0625,0.0604,0.0604,0.061139,223.27
2010-09-16 03:09:00,0.0604,0.0619,0.0618,0.0619,0.061877,45.17
2010-09-17 03:09:00,0.0619,0.0609,0.059,0.059,0.060443,438.94
2010-09-18 03:09:00,0.059,0.061,0.0576,0.061,0.060311,427.76
2010-09-19 03:09:00,0.061,0.0627,0.06,0.0627,0.062041,797.36
2010-09-20 03:09:00,0.0627,0.0634,0.062,0.0621,0.062286,891.19
2010-09-21 03:09:00,0.0621,0.0633,0.0623,0.0626,0.062731,359.82
2010-09-22 03:09:00,0.0626,0.0624,0.0615,0.0622,0.062051,717.33
2010-09-23 03:09:00,0.0622,0.063,0.0615,0.0623,0.062565,970.09
2010-09-24 03:09:00,0.0623,0.0624,0.0621,0.0622,0.062334,42.66
2010-09-25 03:09:00,0.0622,0.0624,0.0617,0.062,0.061812,133.05
2010-09-26 03:09:00,0.062,0.0623,0.0619,0.062,0.062049,748.2
2010-09-27 03:09:00,0.062,0.0623,0.0619,0.0622,0.062176,668.53
2010-09-28 03:09:00,0.0622,0.0627,0.0617,0.0619,0.061959,439.05
2010-09-29 03:09:00,0.0619,0.062,0.0615,0.0619,0.0618,1450.79
2010-09-30 03:09:00,0.0619,0.0619,0.0616,0.0619,0.061658,488.15
2010-10-01 03:10:00,0.0619,0.062,0.0619,0.062,0.061987,106.46
2010-10-02 03:10:00,0.062,0.0619,0.0612,0.0614,0.06145,802.52
2010-10-03 03:10:00,0.0614,0.0614,0.061,0.0611,0.061328,439.88
2010-10-04 03:10:00,0.0611,0.062,0.0608,0.0613,0.061182,2079.89
2010-10-05 03:10:00,0.0613,0.063,0.0609,0.0614,0.061729,1699.2
2010-10-06 03:10:00,0.0614,0.0635,0.0612,0.0628,0.062551,2091.28
2010-10-07 03:10:00,0.0628,0.067,0.0628,0.067,0.064376,2812.79
2010-10-08 03:10:00,0.067,0.088,0.01,0.0868,0.077424,10784.23
2010-10-09 03:10:00,0.0868,0.12,0.068,0.0938,0.085734,16104.87
2010-10-10 03:10:00,0.0938,0.1301,0.08,0.0965,0.096467,4889.35
2010-10-11 03:10:00,0.0965,0.103,0.091,0.095,0.099002,1395.23
2010-10-12 03:10:00,0.095,0.099,0.082,0.0949,0.093404,2396.82
2010-10-13 03:10:00,0.0949,0.105,0.092,0.105,0.095853,4558.52
2010-10-14 03:10:00,0.105,0.1045,0.065,0.102,0.099461,3701.65
2010-10-15 03:10:00,0.102,0.119,0.092,0.105,0.103676,2554.91
2010-10-16 03:10:00,0.105,0.103,0.1,0.101,0.100821,633.63
2010-10-17 03:10:00,0.101,0.1045,0.1,0.102,0.101953,1857.8
2010-10-18 03:10:00,0.102,0.103,0.097,0.1024,0.100979,2591.64
2010-10-19 03:10:00,0.1024,0.1019,0.097,0.097,0.099973,623.34
2010-10-20 03:10:00,0.097,0.103,0.094,0.099,0.101117,3221.08
2010-10-21 03:10:00,0.099,0.109,0.097,0.107,0.102901,4616.85
2010-10-22 03:10:00,0.107,0.109,0.1015,0.1025,0.105925,3665.43
2010-10-23 03:10:00,0.1025,0.109,0.1045,0.1055,0.108856,481.52
2010-10-24 03:10:00,0.1055,0.19,0.108,0.115,0.113086,1560.61
2010-10-25 03:10:00,0.115,0.19,0.0901,0.132,0.146866,4450
2010-10-26 03:10:00,0.132,0.18,0.133,0.1503,0.155839,2995.09
2010-10-27 03:10:00,0.1503,0.19,0.151,0.1877,0.176722,11594.02
2010-10-28 03:10:00,0.1877,0.191,0.1731,0.1731,0.186279,4009.67
2010-10-29 03:10:00,0.1731,0.19,0.173,0.19,0.187559,5380.49
2010-10-30 03:10:00,0.19,0.199,0.1875,0.1989,0.191398,5112.03
2010-10-31 03:10:00,0.1989,0.1989,0.171,0.1925,0.194098,7829.46
2010-11-01 02:11:00,0.1925,0.1955,0.172,0.1955,0.190499,4049.75
2010-11-02 02:11:00,0.1955,0.195,0.1905,0.1938,0.191571,1121.34
2010-11-03 02:11:00,0.1938,0.275,0.125,0.1931,0.191461,11769.61
2010-11-04 02:11:00,0.1931,0.236,0.1934,0.23,0.209747,6229.16
2010-11-05 02:11:00,0.23,0.2639,0.2101,0.26,0.239122,8757.15
2010-11-06 02:11:00,0.26,0.5,0.2402,0.39,0.286876,9396.96
2010-11-07 02:11:00,0.39,0.47,0.286,0.34,0.3618,27937.74
2010-11-08 02:11:00,0.34,0.37,0.2261,0.243,0.324349,38339.26
2010-11-09 02:11:00,0.243,0.323,0.199,0.21,0.266932,12808.3
2010-11-10 02:11:00,0.21,0.24,0.14,0.24,0.201077,6110.13
2010-11-11 02:11:00,0.24,0.24,0.21,0.2231,0.220902,1111.55
2010-11-12 02:11:00,0.2231,0.29,0.223,0.2682,0.25772,10494.46
2010-11-13 02:11:00,0.2682,0.3,0.2683,0.276,0.28982,6351.58
2010-11-14 02:11:00,0.276,0.299,0.2702,0.279,0.284595,4793.81
2010-11-15 02:11:00,0.279,0.2828,0.2682,0.2682,0.27475,2337.5
2010-11-16 02:11:00,0.2682,0.275,0.223,0.223,0.25374,8609.67
2010-11-17 02:11:00,0.223,0.29,0.2116,0.2299,0.263529,8662.61
2010-11-18 02:11:00,0.2299,0.283,0.2221,0.2678,0.27381,10253.27
2010-11-19 02:11:00,0.2678,0.28,0.2682,0.28,0.270421,583.45
2010-11-20 02:11:00,0.28,0.29,0.2682,0.283,0.281114,4119.07
2010-11-21 02:11:00,0.283,0.282,0.2763,0.2767,0.278,212.67
2010-11-22 02:11:00,0.2767,0.2879,0.269,0.2879,0.277199,7818.64
2010-11-23 02:11:00,0.2879,0.2845,0.276,0.2829,0.280388,1361.82
2010-11-24 02:11:00,0.2829,0.283,0.2761,0.283,0.282412,710.24
2010-11-25 02:11:00,0.283,0.2825,0.278,0.28,0.279823,469.99
2010-11-26 02:11:00,0.28,0.289,0.2761,0.2844,0.28364,9510.98
2010-11-27 02:11:00,0.2844,0.2844,0.2826,0.283,0.282625,515.9
2010-11-28 02:11:00,0.283,0.2846,0.27,0.27,0.276236,5746.3
2010-11-29 02:11:00,0.27,0.279,0.2151,0.2299,0.25109,8802.06
2010-11-30 02:11:00,0.2299,0.2299,0.204,0.2082,0.21282,4570.58
2010-12-01 02:12:00,0.2082,0.2299,0.2095,0.2275,0.21485,1752.72
2010-12-02 02:12:00,0.2275,0.2553,0.218,0.255,0.236338,4800.55
2010-12-03 02:12:00,0.255,0.2552,0.243,0.251,0.246574,633.78
2010-12-04 02:12:00,0.251,0.2589,0.205,0.205,0.233657,6673.4
2010-12-05 02:12:00,0.205,0.235,0.19,0.19,0.205225,1178.03
2010-12-06 02:12:00,0.19,0.225,0.1841,0.204,0.199807,863.02
2010-12-07 02:12:00,0.204,0.2477,0.1701,0.233,0.220055,5411.8
2010-12-08 02:12:00,0.233,0.24,0.22,0.2388,0.230252,789.86
2010-12-09 02:12:00,0.2388,0.233,0.1701,0.2,0.206781,4411.94
2010-12-10 02:12:00,0.2,0.204,0.1825,0.204,0.194846,328.17
2010-12-11 02:12:00,0.204,0.228,0.1907,0.228,0.21891,1267.2
2010-12-12 02:12:00,0.228,0.2279,0.2068,0.22,0.213286,418.8
2010-12-13 02:12:00,0.22,0.23,0.21,0.2299,0.222259,1425.92
2010-12-14 02:12:00,0.2299,0.2468,0.21,0.2467,0.231402,2403.83
2010-12-15 02:12:00,0.2467,0.246,0.238,0.238,0.244567,901.15
2010-12-16 02:12:00,0.238,0.255,0.2222,0.25,0.245388,3522.62
2010-12-17 02:12:00,0.25,0.249,0.24,0.24,0.24774,130.19
2010-12-18 02:12:00,0.24,0.2488,0.241,0.241,0.246408,41.67
2010-12-19 02:12:00,0.241,0.2499,0.24,0.2401,0.243652,487.49
2010-12-20 02:12:00,0.2401,0.275,0.24,0.267,0.259286,2769.88
2010-12-21 02:12:00,0.267,0.267,0.24,0.24,0.248413,2291.81
2010-12-22 02:12:00,0.24,0.25,0.244,0.25,0.249807,949.38
2010-12-23 02:12:00,0.25,0.25,0.241,0.25,0.249792,2160.74
2010-12-24 02:12:00,0.25,0.25,0.242,0.248,0.248756,1252.05
2010-12-25 02:12:00,0.248,0.25,0.2475,0.2499,0.249559,175.44
2010-12-26 02:12:00,0.2499,0.27,0.2464,0.265,0.253424,4203.03
2010-12-27 02:12:00,0.265,0.27,0.251,0.265,0.25735,1270.15
2010-12-28 02:12:00,0.265,0.281,0.2612,0.281,0.274568,4238.98
2010-12-29 02:12:00,0.281,0.301,0.271,0.3,0.288232,5363.75
2010-12-30 02:12:00,0.3,0.3,0.291,0.3,0.299196,759.92
2010-12-31 02:12:00,0.3,0.3,0.292,0.3,0.29472,428.44
2011-01-01 02:01:00,0.3,0.3,0.292,0.3,0.298433,841.95
2011-01-02 02:01:00,0.3,0.3,0.289,0.3,0.296081,1584.66
2011-01-03 02:01:00,0.3,0.2999,0.29,0.295,0.295294,420.85
2011-01-04 02:01:00,0.295,0.2999,0.289,0.2989,0.29182,548.33
2011-01-05 02:01:00,0.2989,0.299,0.29,0.299,0.297318,106.19
2011-01-06 02:01:00,0.299,0.299,0.29,0.298,0.29836,1031.28
2011-01-07 02:01:00,0.298,0.322,0.2975,0.32,0.308728,13152.15
2011-01-08 02:01:00,0.32,0.3229,0.309,0.3229,0.314243,512.04
2011-01-09 02:01:00,0.3229,0.323,0.3229,0.323,0.322922,546.18
2011-01-10 02:01:00,0.323,0.329,0.3175,0.3266,0.324518,3360.65
2011-01-11 02:01:00,0.3266,0.3266,0.3176,0.3266,0.324974,1578.66
2011-01-12 02:01:00,0.3266,0.3557,0.318,0.3188,0.335084,10508.17
2011-01-13 02:01:00,0.3188,0.405,0.3176,0.3176,0.35524,7147.03
2011-01-14 02:01:00,0.3176,0.45,0.3176,0.4,0.394056,10691.11
2011-01-15 02:01:00,0.4,0.4,0.385,0.386,0.390028,591.15
2011-01-16 02:01:00,0.386,0.4,0.386,0.3868,0.390527,1085.16
2011-01-17 02:01:00,0.3868,0.3868,0.315,0.3495,0.3487,6360.69
2011-01-18 02:01:00,0.3495,0.3495,0.305,0.313,0.315892,4950.51
2011-01-19 02:01:00,0.313,0.313,0.305,0.313,0.308247,2247.62
2011-01-20 02:01:00,0.313,0.39,0.31,0.39,0.34705,6900.05
2011-01-21 02:01:00,0.39,0.44,0.368,0.4199,0.395352,3351.62
2011-01-22 02:01:00,0.4199,0.4443,0.39,0.4443,0.428498,4513.91
2011-01-23 02:01:00,0.4443,0.4443,0.42,0.4424,0.440465,505.83
2011-01-24 02:01:00,0.4424,0.4424,0.381,0.4199,0.408308,4516.68
2011-01-25 02:01:00,0.4199,0.425,0.4,0.41,0.416528,901.25
2011-01-26 02:01:00,0.41,0.42,0.3904,0.417,0.405784,6315.95
2011-01-27 02:01:00,0.417,0.45,0.4085,0.4212,0.436221,12086.9
2011-01-28 02:01:00,0.4212,0.446,0.4212,0.446,0.432298,2301.77
2011-01-29 02:01:00,0.446,0.445,0.43,0.439,0.444379,643.63
2011-01-30 02:01:00,0.439,0.48,0.445,0.4799,0.459938,4775.81
2011-01-31 02:01:00,0.4799,0.95,0.47,0.52,0.514963,32708.4
2011-02-01 02:02:00,0.52,0.85,0.5201,0.7,0.737092,23264.18
2011-02-02 02:02:00,0.7,0.76,0.69,0.716,0.733191,4126.02
2011-02-03 02:02:00,0.716,0.75,0.6501,0.69,0.711375,6064.12
2011-02-04 02:02:00,0.69,0.88,0.67,0.811,0.804452,33965.74
2011-02-05 02:02:00,0.811,0.92,0.8115,0.92,0.863645,13634.2
2011-02-06 02:02:00,0.92,0.92,0.83,0.8997,0.870159,7608.77
2011-02-07 02:02:00,0.8997,0.9,0.83,0.89,0.860998,1949.54
2011-02-08 02:02:00,0.89,0.918,0.8617,0.918,0.898235,6306.77
2011-02-09 02:02:00,0.918,1.09,0.82,1.09,0.956128,47455.01
2011-02-10 02:02:00,1.09,1.1,0.8,0.9803,0.962694,25568.81
2011-02-11 02:02:00,0.9803,1.09,0.9264,1.07,0.993561,13213.54
2011-02-12 02:02:00,1.07,1.08,0.9906,1.08,1.057022,4353.79
2011-02-13 02:02:00,1.08,1.08,1.02,1.05,1.048651,3398.3
2011-02-14 02:02:00,1.05,1.08,1.033,1.07,1.061419,7532.41
2011-02-15 02:02:00,1.07,1.085,1.035,1.05,1.054421,9085.5
2011-02-16 02:02:00,1.05,1.05,1.02,1.045,1.037908,7465.03
2011-02-17 02:02:00,1.045,1.05,1.02,1.04,1.043673,4184.96
2011-02-18 02:02:00,1.04,1.04,0.7801,0.8989,0.885558,32719.75
2011-02-19 02:02:00,0.8989,0.98,0.8376,0.949,0.909446,3454.72
2011-02-20 02:02:00,0.949,0.949,0.83,0.85,0.85255,8503.38
2011-02-21 02:02:00,0.85,0.8796,0.8313,0.8345,0.844564,1435.86
2011-02-22 02:02:00,0.8345,0.95,0.8313,0.8702,0.880534,10650.29
2011-02-23 02:02:00,0.8702,0.945,0.8681,0.9,0.901605,6057.77
2011-02-24 02:02:00,0.9,1,0.9,0.9974,0.947046,12708.12
2011-02-25 02:02:00,0.9974,0.9998,0.9111,0.9111,0.958584,4276.3
2011-02-26 02:02:00,0.9111,0.97,0.9106,0.958,0.9385,4452.63
2011-02-27 02:02:00,0.958,0.958,0.89,0.89,0.927287,21576.82
2011-02-28 02:02:00,0.89,0.92,0.845,0.86,0.883253,4108.6
2011-03-01 02:03:00,0.86,0.97,0.8502,0.9202,0.948766,21413.43
2011-03-02 02:03:00,0.9202,0.94,0.9102,0.9399,0.924172,2533.96
2011-03-03 02:03:00,0.9399,0.9399,0.91,0.9391,0.917686,2520.58
2011-03-04 02:03:00,0.9391,0.9391,0.9001,0.901,0.910642,2469.56
2011-03-05 02:03:00,0.901,0.9189,0.8111,0.9103,0.88421,11115.04
2011-03-06 02:03:00,0.9103,0.9098,0.81,0.8999,0.853373,10775.11
2011-03-07 02:03:00,0.8999,0.909,0.846,0.885,0.885801,13527.3
2011-03-08 02:03:00,0.885,0.885,0.85,0.87,0.868275,3931.42
2011-03-09 02:03:00,0.87,0.87,0.85,0.8645,0.853757,3881.22
2011-03-10 02:03:00,0.8645,0.9329,0.8497,0.9329,0.890186,7895.07
2011-03-11 02:03:00,0.9329,0.925,0.8601,0.88,0.886249,3301.73
2011-03-12 02:03:00,0.88,0.9197,0.88,0.918,0.895657,4319.6
2011-03-13 02:03:00,0.918,0.918,0.8898,0.8925,0.901728,595.42
2011-03-14 02:03:00,0.8925,0.9,0.88,0.8949,0.887532,4676.62
2011-03-15 02:03:00,0.8949,0.8949,0.87,0.87,0.880406,2405.41
2011-03-16 02:03:00,0.87,0.88,0.836,0.86,0.852666,6761.32
2011-03-17 02:03:00,0.86,0.88,0.81,0.8254,0.843988,6042.77
2011-03-18 02:03:00,0.8254,0.8506,0.71,0.8165,0.771204,10971.32
2011-03-19 02:03:00,0.8165,0.797,0.7313,0.765,0.75522,7457.83
2011-03-20 02:03:00,0.765,0.79,0.7402,0.7411,0.774269,4502.62
2011-03-21 02:03:00,0.7411,0.7724,0.7405,0.759,0.752294,2780.45
2011-03-22 02:03:00,0.759,0.81,0.7405,0.809,0.781977,9499.24
2011-03-23 02:03:00,0.809,0.85,0.78,0.8497,0.831627,11029.25
2011-03-24 02:03:00,0.8497,0.9,0.8266,0.8669,0.875112,12259.77
2011-03-25 02:03:00,0.8669,0.89,0.861,0.8838,0.876771,4225.53
2011-03-26 02:03:00,0.8838,0.905,0.841,0.8552,0.871947,10250.98
2011-03-27 02:03:00,0.8552,0.8721,0.8152,0.82,0.83173,4439.07
2011-03-28 03:03:00,0.82,0.85,0.76,0.799,0.807129,10141.7
2011-03-29 03:03:00,0.799,0.7997,0.7648,0.7925,0.785833,3312.3
2011-03-30 03:03:00,0.7925,0.795,0.766,0.7897,0.786811,2532.13
2011-03-31 03:03:00,0.7897,0.801,0.768,0.7846,0.789687,5429.16
2011-04-01 03:04:00,0.7846,0.797,0.7741,0.7741,0.779375,2483.69
2011-04-02 03:04:00,0.7741,0.7998,0.7741,0.782,0.788113,1965.23
2011-04-03 03:04:00,0.782,0.7949,0.777,0.779,0.782105,3074.76
2011-04-04 03:04:00,0.779,0.785,0.5619,0.68,0.694989,21652.69
2011-04-05 03:04:00,0.68,0.7478,0.58,0.71,0.67035,6522.71
2011-04-06 03:04:00,0.71,0.75,0.6902,0.74,0.719678,6264.04
2011-04-07 03:04:00,0.74,0.7849,0.7205,0.7538,0.754929,8178.14
2011-04-08 03:04:00,0.7538,0.799,0.7309,0.75,0.76094,13854.66
2011-04-09 03:04:00,0.75,0.7676,0.7205,0.73,0.737739,8940.96
2011-04-10 03:04:00,0.73,0.7589,0.71,0.7369,0.737793,3946.44
2011-04-11 03:04:00,0.7369,0.799,0.7103,0.77,0.768538,11255.96
2011-04-12 03:04:00,0.77,0.899,0.7703,0.86,0.853679,41333.11
2011-04-13 03:04:00,0.86,1,0.86,0.9225,0.932489,40467.74
2011-04-14 03:04:00,0.9225,1,0.91,1,0.952807,29643.61
2011-04-15 03:04:00,1,1.09,0.911,0.9899,1.003664,50488.94
2011-04-16 03:04:00,0.9899,1.095,0.9541,1.05,1.042532,30097.18
2011-04-17 03:04:00,1.05,1.14,1.026,1.112,1.076759,26085.25
2011-04-18 03:04:00,1.112,1.2,1.11,1.162,1.148255,31552.55
2011-04-19 03:04:00,1.162,1.198,1.144,1.198,1.177222,14782.06
2011-04-20 03:04:00,1.198,1.198,1.13,1.142,1.156801,24691.86
2011-04-21 03:04:00,1.142,1.21,1.14,1.21,1.1794,46345.35
2011-04-22 03:04:00,1.21,1.41,1.189,1.409,1.292133,50929.92
2011-04-23 03:04:00,1.409,1.95,1.32,1.7,1.549719,103242.84
2011-04-24 03:04:00,1.7,1.95,1.6,1.63,1.674707,36076.01
2011-04-25 03:04:00,1.63,1.701,1.521,1.559,1.575677,21226.89
2011-04-26 03:04:00,1.559,1.795,1.53,1.795,1.671683,40211.17
2011-04-27 03:04:00,1.795,1.95,1.72,1.9,1.887849,62403.35
2011-04-28 03:04:00,1.9,2.65,1.66,2.211,2.029091,203392.46
2011-04-29 03:04:00,2.211,2.95,2.21,2.88,2.587034,148954.47
2011-04-30 03:04:00,2.88,4.15,2.75,3.5,3.285717,214977.24
2011-05-01 03:05:00,3.5,3.87,2.5,3.033,3.13558,143521.98
2011-05-02 03:05:00,3.033,3.495,3.029,3.2,3.241097,59421.72
2011-05-03 03:05:00,3.2,3.49,3.11,3.41,3.320934,56187.48
2011-05-04 03:05:00,3.41,3.58,3.25,3.406,3.439814,59434.11
2011-05-05 03:05:00,3.406,3.45,3.333,3.333,3.409136,52331.39
2011-05-06 03:05:00,3.333,3.61,3.29,3.45,3.478819,80063.98
2011-05-07 03:05:00,3.45,3.7,3.425,3.641,3.608963,64359.68
2011-05-08 03:05:00,3.641,3.937,3.63,3.866,3.767693,79620.81
2011-05-09 03:05:00,3.866,3.9,3.691,3.8,3.80229,43805.92
2011-05-10 03:05:00,3.8,5.99,3.81,5.81,4.73994,266466.71
2011-05-11 03:05:00,5.81,6.065,4.6,5.5,5.354792,281496.86
2011-05-12 03:05:00,5.5,6.49,5.22,6.3,5.826786,184839.99
2011-05-13 03:05:00,6.3,8.45,6.32,8.198,7.481489,478840.49
2011-05-14 03:05:00,8.198,8.9,5.83,7.198,7.863648,435571.02
2011-05-15 03:05:00,7.198,7.78,6.2,6.987,6.737162,123255.5
2011-05-16 03:05:00,6.987,8.5,6.75,8.034,7.771625,343050.47
2011-05-17 03:05:00,8.034,8.389,6.98,7.19,7.522011,265868.95
2011-05-18 03:05:00,7.19,7.5,6.6,6.88,7.138055,181331.16
2011-05-19 03:05:00,6.88,7.34,6.607,6.805,6.962348,170134.8
2011-05-20 03:05:00,6.805,7.1,5.577,5.59,6.275069,278992.34
2011-05-21 03:05:00,5.59,6.52,5.577,6.12,5.966854,185640.17
2011-05-22 03:05:00,6.12,6.759,5.99,6.69,6.46915,154432.52
2011-05-23 03:05:00,6.69,7.45,6.69,7.15,7.103236,250601.3
2011-05-24 03:05:00,7.15,7.51,6.96,7.42,7.233926,211827.28
2011-05-25 03:05:00,7.42,9.33,7.216,8.4,7.976669,510905.18
2011-05-26 03:05:00,8.4,8.987,8.01,8.798,8.546712,244820.48
2011-05-27 03:05:00,8.798,8.83,8.5,8.5,8.671732,125149.05
2011-05-28 03:05:00,8.5,8.7,8.11,8.3,8.447588,103463.69
2011-05-29 03:05:00,8.3,8.49,8.102,8.43,8.29897,62138.87
2011-05-30 03:05:00,8.43,9,8.25,8.8,8.724974,154258.85
2011-05-31 03:05:00,8.8,9.5,8.1,8.741,8.884975,406882.27
2011-06-01 03:06:00,8.741,9.699,8.3,9.57,9.21262,400564.35
2011-06-02 03:06:00,9.57,10.89,9.5,10.6,10.113041,415112.72
2011-06-03 03:06:00,10.6,14.5,10.58,14.29,13.079068,954513.54
2011-06-04 03:06:00,14.29,18.89,14.04,18.89,16.406189,729670.85
2011-06-05 03:06:00,18.89,19,16.2,16.7,17.324148,420612.47
2011-06-06 03:06:00,16.7,19.23,16.45,18.55,18.458555,1016927.39
2011-06-07 03:06:00,18.55,24.32,18.26,23.92,19.899516,1068903.32
2011-06-08 03:06:00,23.92,31.91,22.21,29.6,27.246281,2858820.38
2011-06-09 03:06:00,29.6,31.5,26.15,28.92,29.58019,1861589.64
2011-06-10 03:06:00,28.92,29.4,20.01,23.95,24.67011,2274786.4
2011-06-11 03:06:00,23.95,23.99,13,14.65,17.613756,2146587.96
2011-06-12 03:06:00,14.65,24.99,10.25,18.55,16.211834,2451134.56
2011-06-13 03:06:00,18.55,24.5,16,19.84,20.106287,1476239.59
2011-06-14 03:06:00,19.84,20.5,18,19.28,19.250032,696003.98
2011-06-15 03:06:00,19.28,20,19.02,19.49,19.678771,545336.14
2011-06-16 03:06:00,19.49,19.89,17,17,18.855753,927743.42
2011-06-17 03:06:00,17,18.34,13,15.68,15.506304,1684353.23
2011-06-18 03:06:00,15.68,16.95,15.05,16.89,16.038398,569949.34
2011-06-19 03:06:00,16.89,18.88,16.85,17.51,17.770885,536267.38
2011-06-26 03:06:00,17.51,17.51,14.01,16.45,15.585419,234621.8
2011-06-27 03:06:00,16.45,18,15,16.75,17.012819,535096.37
2011-06-28 03:06:00,16.75,17.52,16.5,16.95,16.928834,413032.22
2011-06-29 03:06:00,16.95,17.2,16.67,16.85,16.884329,355303.18
2011-06-30 03:06:00,16.85,17,15.73,16.1,16.508178,577145.55
2011-07-01 03:07:00,16.1,16.74,15.26,15.4,15.899241,529197.49
2011-07-02 03:07:00,15.4,15.8,15.27,15.4,15.531331,302134.7
2011-07-03 03:07:00,15.4,15.69,15.31,15.44,15.475883,259875.51
2011-07-04 03:07:00,15.44,15.49,13.14,13.86,14.478905,756913.59
2011-07-05 03:07:00,13.86,15,11,12.91,12.800794,1076305.46
2011-07-06 03:07:00,12.91,16.5,12.67,14.78,14.803653,1655319.63
2011-07-07 03:07:00,14.78,15.9,14.5,14.78,15.155451,825452.25
2011-07-08 03:07:00,14.78,15.64,13.9,14.31,14.349908,500143.38
2011-07-09 03:07:00,14.31,14.7,14.02,14.38,14.386332,171329.27
2011-07-10 03:07:00,14.38,15.68,14.35,14.9,15.080312,682903.16
2011-07-11 03:07:00,14.9,15.2,13.8,14.21,14.370573,706457.52
2011-07-12 03:07:00,14.21,14.64,13.9,14.01,14.151591,372986.55
2011-07-13 03:07:00,14.01,14.15,13.91,13.95,14.028822,145032.07
2011-07-14 03:07:00,13.95,14.07,13.7,13.99,13.927857,245982.11
2011-07-15 03:07:00,13.99,14.09,13.5,13.81,13.899617,344982.1
2011-07-16 03:07:00,13.81,13.81,13.5,13.72,13.620036,235142.97
2011-07-17 03:07:00,13.72,13.75,13.02,13.16,13.338296,458510.19
2011-07-18 03:07:00,13.16,13.92,12.51,13.48,13.029662,988903.24
2011-07-19 03:07:00,13.48,14.7,13.44,13.85,14.035918,948485.72
2011-07-20 03:07:00,13.85,14,13.4,13.69,13.691158,317332.3
2011-07-21 03:07:00,13.69,13.78,13.4,13.61,13.656586,341665.52
2011-07-22 03:07:00,13.61,13.81,13.45,13.7,13.652205,207044.15
2011-07-23 03:07:00,13.7,13.76,13.51,13.68,13.64382,306380.16
2011-07-24 03:07:00,13.68,14.1,13.6,13.98,13.861632,369041.82
2011-07-25 03:07:00,13.98,14.72,13.76,14.05,14.195889,448277.2
2011-07-26 03:07:00,14.05,14.05,13.77,13.88,13.908957,233585.08
2011-07-27 03:07:00,13.88,14.13,13.85,13.94,13.958666,160645.54
2011-07-28 03:07:00,13.94,13.94,13.31,13.49,13.613749,445690.58
2011-07-29 03:07:00,13.49,13.7,13.33,13.5,13.50611,98020.73
2011-07-30 03:07:00,13.5,13.63,13.45,13.53,13.529702,82590.44
2011-07-31 03:07:00,13.53,14.9,12.83,13.35,13.519007,618135.5
2011-08-01 03:08:00,13.35,13.55,12.85,13.09,13.167732,286373.02
2011-08-02 03:08:00,13.09,13.1,11.5,12.05,12.393952,709463.16
2011-08-03 03:08:00,12.05,12.16,8.7,9.26,10.451391,943628.17
2011-08-04 03:08:00,9.26,11.15,9.27,10.75,10.57762,529876.35
2011-08-05 03:08:00,10.75,10.99,9.5,9.8,10.266857,315866.93
2011-08-06 03:08:00,9.8,9.95,5.742,6.55,7.82345,801213.08
2011-08-07 03:08:00,6.55,9.47,6.01,7.9,7.723362,693796.98
2011-08-08 03:08:00,7.9,8.16,7.055,7.8,7.74245,263570.19
2011-08-09 03:08:00,7.8,12.1,7.671,9.99,9.715181,1112123.77
2011-08-10 03:08:00,9.99,10.4,9.5,9.98,10.002226,242598.48
2011-08-11 03:08:00,9.98,10.5,8.451,9.462,9.474009,550577.88
2011-08-12 03:08:00,9.462,9.8,8.91,9.461,9.316096,387476.18
